class	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20
7.000000	196.000000	244.000000	9.000000	0.000000	0.000000	1.277800	0.551850	3.611100	6.951900	7.740700	6.666700	7.000000	9.555600	-3.222200	-2.222200	5.444400	9.555600	0.383370	2.340600
6.000000	28.000000	204.000000	9.000000	0.000000	0.000000	2.000000	1.763800	3.222200	2.083400	55.889000	49.778000	69.222000	48.667000	-18.333000	40.000000	-21.667000	69.222000	0.296850	-2.037400
5.000000	195.000000	136.000000	9.000000	0.000000	0.000000	1.166700	0.522220	1.166700	0.477780	2.444400	0.666670	5.777800	0.888890	-5.333300	10.000000	-4.666700	5.777800	0.911160	-2.130300
4.000000	197.000000	121.000000	9.000000	0.000000	0.000000	21.667000	17.363000	0.944440	0.904720	41.037000	37.444000	49.444000	36.222000	-10.778000	25.222000	-14.444000	49.444000	0.280580	-1.995500
6.000000	23.000000	172.000000	9.000000	0.000000	0.000000	1.333300	0.894430	9.166700	5.856600	42.333000	38.000000	51.222000	37.778000	-13.000000	26.667000	-13.667000	51.222000	0.265450	-2.126600
4.000000	152.000000	98.000000	9.000000	0.000000	0.000000	7.000000	3.887300	1.055600	0.772200	28.778000	24.889000	37.111000	24.333000	-11.667000	25.000000	-13.333000	37.111000	0.346400	-2.042900
2.000000	170.000000	36.000000	9.000000	0.000000	0.000000	1.111100	0.340740	1.833300	1.455600	103.040000	89.556000	125.220000	94.333000	-40.444000	66.556000	-26.111000	125.220000	0.284650	-2.232300
3.000000	1.000000	81.000000	9.000000	0.000000	0.000000	12.167000	267.460000	9.222200	205.360000	21.333000	14.000000	30.556000	19.444000	-22.000000	27.667000	-5.666700	30.556000	0.595280	-2.438400
5.000000	238.000000	86.000000	9.000000	0.000000	0.000000	0.444440	0.029630	0.333330	0.044444	12.000000	7.555600	20.444000	8.000000	-13.333000	25.333000	-12.000000	20.444000	0.629500	-2.128400
7.000000	58.000000	232.000000	9.000000	0.000000	0.000000	2.500000	1.455500	2.555600	0.829630	14.704000	11.222000	13.556000	19.333000	-10.444000	-3.444400	13.889000	19.333000	0.423480	2.402800
5.000000	221.000000	30.000000	9.000000	0.000000	0.000000	1.055600	0.854180	1.666700	1.633000	8.481500	6.111100	13.111000	6.222200	-7.111100	13.889000	-6.777800	13.111000	0.518590	-2.060000
1.000000	145.000000	102.000000	9.000000	0.000000	0.000000	0.888890	0.607410	2.611100	1.485200	23.074000	22.111000	29.778000	17.333000	-2.888900	20.111000	-17.222000	29.778000	0.417760	-1.685400
3.000000	124.000000	101.000000	9.000000	0.000000	0.111110	3.388900	27.974000	6.444400	59.496000	10.185000	5.777800	15.556000	9.222200	-13.222000	16.111000	-2.888900	15.556000	0.700090	-2.448000
7.000000	163.000000	177.000000	9.000000	0.111110	0.000000	1.166700	0.700000	2.500000	0.788890	24.518000	21.222000	21.444000	30.889000	-9.888900	-9.222200	19.111000	30.889000	0.321140	2.125400
1.000000	2.000000	89.000000	9.000000	0.000000	0.000000	1.222200	1.763000	2.555600	3.496300	18.963000	18.778000	23.889000	14.222000	-0.555560	14.778000	-14.222000	23.889000	0.402510	-1.544200
5.000000	189.000000	142.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.000000	17.000000	204.000000	9.000000	0.000000	0.000000	2.000000	1.282400	2.166700	0.752770	57.259000	50.889000	71.222000	49.667000	-19.111000	41.889000	-22.778000	71.222000	0.302670	-2.037400
2.000000	164.000000	45.000000	9.000000	0.000000	0.000000	1.055600	0.596300	1.000000	0.222220	101.930000	88.111000	124.560000	93.111000	-41.444000	67.889000	-26.444000	124.560000	0.292500	-2.238300
1.000000	70.000000	71.000000	9.000000	0.111110	0.000000	2.111100	1.807400	2.833300	2.077800	22.778000	21.889000	29.667000	16.778000	-2.666700	20.667000	-18.000000	29.667000	0.433570	-1.668000
6.000000	173.000000	190.000000	9.000000	0.111110	0.000000	2.333300	2.564700	1.555600	1.204900	50.444000	44.889000	62.333000	44.111000	-16.667000	35.667000	-19.000000	62.333000	0.292130	-2.048700
6.000000	123.000000	186.000000	9.000000	0.000000	0.000000	3.611100	3.028900	9.444400	7.932100	51.778000	46.556000	63.667000	45.111000	-15.667000	35.667000	-20.000000	63.667000	0.290150	-2.014100
6.000000	248.000000	200.000000	9.000000	0.000000	0.000000	1.388900	0.952580	1.777800	1.167500	46.111000	41.333000	56.556000	40.444000	-14.333000	31.333000	-17.000000	56.556000	0.286660	-2.038000
2.000000	174.000000	77.000000	9.000000	0.000000	0.000000	1.000000	0.311110	1.277800	1.351800	135.930000	128.560000	147.330000	131.890000	-22.111000	34.222000	-12.111000	147.330000	0.127380	-2.277100
3.000000	20.000000	70.000000	9.000000	0.000000	0.000000	11.500000	8.768000	7.944400	6.916700	18.593000	13.667000	23.889000	18.222000	-14.778000	15.889000	-1.111100	23.889000	0.476880	-2.589100
1.000000	239.000000	143.000000	9.000000	0.000000	0.000000	0.333330	0.044444	0.666670	0.133330	4.518500	6.111100	5.444400	2.000000	4.777800	2.777800	-7.555600	6.111100	0.674070	-0.878290
2.000000	103.000000	39.000000	9.000000	0.000000	0.000000	0.500000	0.300000	1.111100	0.429630	127.520000	116.560000	142.890000	123.110000	-32.889000	46.111000	-13.222000	142.890000	0.184260	-2.353000
7.000000	161.000000	176.000000	9.000000	0.000000	0.000000	0.388890	0.151850	1.166700	0.388890	13.000000	10.111000	11.778000	17.111000	-8.666700	-3.666700	12.333000	17.111000	0.407730	2.340600
7.000000	28.000000	162.000000	9.000000	0.111110	0.000000	1.166700	0.623610	1.444400	1.327800	25.111000	19.667000	26.111000	29.556000	-16.333000	3.000000	13.333000	29.556000	0.335130	2.769000
6.000000	219.000000	176.000000	9.000000	0.000000	0.111110	2.111100	1.857900	5.111100	2.841500	60.296000	53.333000	75.667000	51.889000	-20.889000	46.111000	-25.222000	75.667000	0.314460	-2.030700
6.000000	87.000000	196.000000	9.000000	0.111110	0.000000	1.333300	0.869230	2.222200	1.668900	61.593000	55.000000	75.667000	54.111000	-19.778000	42.222000	-22.444000	75.667000	0.287530	-2.048700
1.000000	98.000000	104.000000	9.000000	0.000000	0.000000	2.222200	3.629600	1.500000	1.322200	18.704000	19.222000	23.222000	13.667000	1.555600	13.556000	-15.111000	23.222000	0.410010	-1.446600
3.000000	132.000000	91.000000	9.000000	0.000000	0.111110	18.944000	188.510000	33.444000	889.360000	42.815000	35.889000	52.667000	39.889000	-20.778000	29.556000	-8.777800	52.667000	0.398820	-2.346100
5.000000	211.000000	154.000000	9.000000	0.000000	0.000000	0.111110	0.029630	0.388890	0.062963	0.259260	0.000000	0.777780	0.000000	-0.777780	1.555600	-0.777780	0.777780	0.555560	-2.094400
2.000000	181.000000	27.000000	9.000000	0.000000	0.000000	0.722220	0.462960	0.500000	0.255550	138.070000	132.560000	146.560000	135.110000	-16.556000	25.444000	-8.888900	146.560000	0.096263	-2.264500
2.000000	231.000000	13.000000	9.000000	0.000000	0.000000	1.277800	0.574130	1.000000	1.054100	118.670000	106.560000	135.780000	113.670000	-36.333000	51.333000	-15.000000	135.780000	0.215090	-2.351900
3.000000	11.000000	118.000000	9.000000	0.000000	0.000000	0.277780	0.151850	0.388890	0.062963	0.703700	0.000000	2.000000	0.111110	-2.111100	3.888900	-1.777800	2.000000	1.000000	-2.132600
6.000000	205.000000	190.000000	9.000000	0.000000	0.000000	1.277800	0.998140	1.611100	1.123800	49.481000	44.778000	60.667000	43.000000	-14.111000	33.556000	-19.444000	60.667000	0.290790	-1.987600
2.000000	193.000000	66.000000	9.000000	0.111110	0.000000	1.388900	1.440700	0.888890	0.607410	95.111000	80.667000	118.780000	85.889000	-43.333000	71.000000	-27.667000	118.780000	0.320660	-2.235700
2.000000	188.000000	42.000000	9.000000	0.000000	0.000000	0.777780	0.544330	1.666700	1.264900	108.930000	95.667000	126.220000	104.890000	-39.778000	51.889000	-12.111000	126.220000	0.241930	-2.410400
1.000000	100.000000	124.000000	9.000000	0.000000	0.000000	0.277780	0.062963	1.000000	0.444440	7.074100	8.222200	8.777800	4.222200	3.444400	5.111100	-8.555600	9.000000	0.531170	-1.157100
1.000000	31.000000	62.000000	9.000000	0.000000	0.000000	1.833300	0.833330	1.833300	0.966670	21.185000	20.556000	27.222000	15.778000	-1.888900	18.111000	-16.222000	27.222000	0.419470	-1.650100
7.000000	128.000000	175.000000	9.000000	0.000000	0.000000	2.166700	4.211100	2.722200	4.329600	23.778000	20.889000	21.778000	28.667000	-8.666700	-6.000000	14.667000	28.667000	0.284950	2.263500
6.000000	86.000000	193.000000	9.000000	0.000000	0.000000	3.277800	1.652200	2.222200	1.809400	61.407000	53.667000	76.556000	54.000000	-23.222000	45.444000	-22.222000	76.556000	0.299580	-2.109400
7.000000	9.000000	180.000000	9.000000	0.000000	0.000000	1.166700	0.722650	1.166700	0.983190	22.556000	17.444000	22.000000	28.222000	-15.333000	-1.666700	17.000000	28.222000	0.381430	2.541700
7.000000	68.000000	172.000000	9.000000	0.000000	0.000000	1.055600	1.062800	2.333300	1.699700	30.111000	24.556000	30.111000	35.667000	-16.667000	0.000000	16.667000	35.667000	0.312290	2.617800
5.000000	163.000000	133.000000	9.000000	0.000000	0.000000	0.111110	0.172130	0.222220	0.272170	1.555600	1.000000	3.555600	0.111110	-1.666700	6.000000	-4.333300	3.555600	0.972220	-1.822600
2.000000	14.000000	28.000000	9.000000	0.000000	0.000000	0.555550	0.074075	1.222200	0.429630	110.480000	97.889000	131.110000	102.440000	-37.778000	61.889000	-24.111000	131.110000	0.253300	-2.238900
3.000000	94.000000	127.000000	9.000000	0.000000	0.000000	0.777780	0.501850	0.777780	0.688530	2.740700	0.555560	5.555600	2.111100	-6.555600	8.444400	-1.888900	5.555600	0.915340	-2.408900
5.000000	57.000000	118.000000	9.000000	0.000000	0.000000	2.833300	5.500000	1.222200	0.874070	19.407000	15.556000	26.556000	16.111000	-11.556000	21.444000	-9.888900	26.556000	0.418710	-2.147200
3.000000	75.000000	122.000000	9.000000	0.000000	0.000000	0.722220	0.240740	0.833330	0.388890	1.592600	0.000000	4.444400	0.333330	-4.777800	8.555600	-3.777800	4.444400	1.000000	-2.153600
3.000000	7.000000	134.000000	9.000000	0.000000	0.000000	0.055556	0.018519	0.055556	0.018519	0.037037	0.000000	0.111110	0.000000	-0.111110	0.222220	-0.111110	0.111110	0.111110	-2.094400
2.000000	117.000000	44.000000	9.000000	0.000000	0.000000	1.277800	0.240740	1.333300	0.311110	106.000000	93.000000	126.780000	98.222000	-39.000000	62.333000	-23.333000	126.780000	0.266390	-2.255600
7.000000	163.000000	166.000000	9.000000	0.000000	0.000000	1.777800	1.096300	2.444400	1.051800	16.963000	12.333000	16.333000	22.222000	-13.889000	-1.888900	15.778000	22.222000	0.446210	2.515800
2.000000	194.000000	57.000000	9.000000	0.000000	0.000000	0.611110	0.418520	1.166700	0.388890	135.960000	129.890000	146.220000	131.780000	-18.222000	30.778000	-12.556000	146.220000	0.111700	-2.215100
4.000000	230.000000	117.000000	9.000000	0.000000	0.000000	3.277800	0.928960	1.444400	0.860660	39.037000	33.556000	49.778000	33.778000	-16.444000	32.222000	-15.778000	49.778000	0.335030	-2.106200
6.000000	169.000000	190.000000	9.000000	0.000000	0.000000	3.111100	1.809400	2.888900	2.094100	52.556000	46.889000	65.000000	45.778000	-17.000000	37.333000	-20.333000	65.000000	0.297060	-2.034800
4.000000	73.000000	105.000000	9.000000	0.000000	0.000000	2.111100	1.096300	1.166700	0.522220	58.630000	53.333000	70.333000	52.222000	-15.889000	35.111000	-19.222000	70.333000	0.259050	-2.032200
7.000000	207.000000	172.000000	9.000000	0.000000	0.000000	1.000000	0.298140	1.666700	0.918940	19.000000	16.444000	16.333000	24.222000	-7.666700	-8.000000	15.667000	24.222000	0.343750	2.083800
6.000000	240.000000	192.000000	9.000000	0.000000	0.000000	2.388900	0.646930	4.388900	2.379700	45.963000	40.556000	58.111000	39.222000	-16.222000	36.444000	-20.222000	58.111000	0.325610	-2.016600
7.000000	233.000000	184.000000	9.000000	0.000000	0.000000	0.500000	0.077778	0.777780	0.785190	11.852000	9.777800	9.888900	15.889000	-6.222200	-5.888900	12.111000	15.889000	0.405560	2.128600
7.000000	63.000000	220.000000	9.000000	0.000000	0.000000	3.055600	15.263000	3.666700	6.088900	8.185200	6.555600	6.444400	11.556000	-4.888900	-5.222200	10.111000	11.556000	0.486720	2.093200
2.000000	142.000000	33.000000	9.000000	0.000000	0.000000	0.500000	0.623610	0.500000	0.349600	110.590000	96.778000	128.670000	106.330000	-41.444000	54.222000	-12.778000	128.670000	0.247780	-2.408000
1.000000	18.000000	138.000000	9.000000	0.000000	0.000000	0.888890	0.562960	0.833330	0.300000	5.740700	7.333300	6.555600	3.333300	4.777800	2.444400	-7.222200	7.333300	0.543870	-0.862110
4.000000	229.000000	24.000000	9.000000	0.000000	0.000000	1.777800	1.108900	1.222200	1.047000	49.185000	42.333000	61.222000	44.000000	-20.556000	36.111000	-15.556000	61.222000	0.308620	-2.186800
5.000000	43.000000	141.000000	9.000000	0.000000	0.000000	0.444440	0.172130	0.166670	0.182570	0.777780	0.000000	2.333300	0.000000	-2.333300	4.666700	-2.333300	2.333300	1.000000	-2.094400
2.000000	234.000000	58.000000	9.000000	0.000000	0.000000	1.166700	0.388890	1.000000	0.533330	93.148000	77.333000	118.780000	83.333000	-47.444000	76.889000	-29.444000	118.780000	0.348860	-2.246300
1.000000	7.000000	114.000000	9.000000	0.000000	0.000000	1.166700	0.788890	2.111100	1.274100	14.518000	16.111000	17.111000	10.333000	4.777800	7.777800	-12.556000	17.444000	0.408640	-1.179300
4.000000	45.000000	67.000000	9.000000	0.000000	0.000000	0.666670	0.298140	1.055500	0.646930	64.741000	57.111000	80.444000	56.667000	-22.889000	47.111000	-24.222000	80.444000	0.298140	-2.076700
7.000000	55.000000	209.000000	9.000000	0.111110	0.000000	1.833300	1.295300	1.388900	0.998150	12.518000	10.333000	10.333000	16.889000	-6.555600	-6.555600	13.111000	16.889000	0.407900	2.099200
4.000000	91.000000	64.000000	9.000000	0.000000	0.000000	0.944440	0.712320	1.055600	1.020200	62.000000	53.667000	78.111000	54.222000	-25.000000	48.333000	-23.333000	78.111000	0.314260	-2.118100
6.000000	194.000000	183.000000	9.000000	0.000000	0.000000	0.777780	0.583730	2.944400	1.625000	54.741000	49.222000	67.778000	47.222000	-16.556000	39.111000	-22.556000	67.778000	0.303120	-1.991700
2.000000	78.000000	72.000000	9.000000	0.000000	0.000000	1.111100	1.007400	1.055600	0.729630	125.560000	115.330000	140.560000	120.780000	-30.667000	45.000000	-14.333000	140.560000	0.179330	-2.320800
3.000000	230.000000	98.000000	9.000000	0.000000	0.000000	0.388890	0.151850	0.388890	0.062963	1.407400	0.000000	4.111100	0.111110	-4.222200	8.111100	-3.888900	4.111100	1.000000	-2.113700
1.000000	237.000000	135.000000	9.000000	0.000000	0.000000	0.555560	0.207410	0.666670	0.355560	4.148200	5.666700	4.777800	2.000000	4.555600	1.888900	-6.444400	5.666700	0.647220	-0.807850
6.000000	163.000000	180.000000	9.000000	0.000000	0.000000	1.777800	1.185200	9.166700	63.944000	30.370000	27.444000	36.333000	27.333000	-8.777800	17.889000	-9.111100	36.333000	0.238490	-2.217100
2.000000	3.000000	21.000000	9.000000	0.000000	0.000000	0.444440	0.607410	1.222200	0.118520	130.150000	120.780000	143.220000	126.440000	-28.111000	39.222000	-11.111000	143.220000	0.156680	-2.357200
5.000000	162.000000	94.000000	9.000000	0.000000	0.000000	9.611100	39.263000	0.555560	0.251850	15.370000	10.667000	23.778000	11.667000	-14.111000	25.222000	-11.111000	23.778000	0.599590	-2.142800
3.000000	150.000000	144.000000	9.000000	0.000000	0.000000	0.555560	0.074074	0.611110	0.151850	2.518500	0.111110	6.555600	0.888890	-7.222200	12.111000	-4.888900	6.555600	0.986110	-2.212200
1.000000	196.000000	129.000000	9.000000	0.000000	0.000000	0.833330	0.433330	0.666670	0.177780	6.333300	7.888900	7.333300	3.777800	4.666700	3.000000	-7.666700	8.222200	0.540120	-0.932780
7.000000	209.000000	249.000000	9.000000	0.000000	0.000000	2.444400	3.629600	2.777800	4.207400	10.518000	7.555600	8.111100	15.889000	-8.888900	-7.222200	16.111000	15.889000	0.533310	2.156800
6.000000	100.000000	194.000000	9.000000	0.000000	0.000000	1.722200	2.594100	3.222200	1.500600	61.556000	54.778000	76.222000	53.667000	-20.333000	44.000000	-23.667000	76.222000	0.295910	-2.042700
5.000000	172.000000	138.000000	9.000000	0.000000	0.000000	2.444400	10.074000	7.833300	49.633000	12.185000	8.222200	19.222000	9.111100	-11.889000	21.111000	-9.222200	19.222000	0.615250	-2.172100
6.000000	154.000000	189.000000	9.000000	0.000000	0.000000	1.555600	1.047000	1.444400	0.860660	59.926000	53.444000	74.889000	51.444000	-19.444000	44.889000	-25.444000	74.889000	0.312890	-2.006000
1.000000	38.000000	106.000000	9.000000	0.000000	0.000000	2.222200	2.518500	2.111100	3.140700	20.000000	20.000000	25.111000	14.889000	0.000000	15.333000	-15.333000	25.111000	0.408150	-1.557600
2.000000	112.000000	30.000000	9.000000	0.000000	0.000000	0.555560	0.272160	1.222200	0.720080	113.260000	100.780000	130.110000	108.890000	-37.444000	50.556000	-13.111000	130.110000	0.225380	-2.385300
7.000000	192.000000	239.000000	9.000000	0.111110	0.000000	2.500000	2.433300	2.277800	1.307400	15.148000	12.222000	14.556000	18.667000	-8.777800	-1.777800	10.556000	18.667000	0.344300	2.482400
6.000000	135.000000	185.000000	9.000000	0.111110	0.000000	2.222200	2.810000	2.277800	1.289600	47.963000	44.111000	57.333000	42.444000	-11.556000	28.111000	-16.556000	57.333000	0.259190	-1.982100
3.000000	33.000000	142.000000	9.000000	0.000000	0.000000	0.111110	0.029630	0.111110	0.029630	0.037037	0.000000	0.111110	0.000000	-0.111110	0.222220	-0.111110	0.111110	0.111110	-2.094400
6.000000	178.000000	185.000000	9.000000	0.000000	0.000000	2.611100	1.806400	3.111100	2.277100	49.037000	44.000000	60.667000	42.444000	-15.111000	34.889000	-19.778000	60.667000	0.300040	-2.006200
5.000000	169.000000	104.000000	9.000000	0.000000	0.000000	1.555600	1.772200	5.611100	2.255000	18.518000	16.000000	23.333000	16.222000	-7.555600	14.444000	-6.888900	23.333000	0.314710	-2.113900
6.000000	88.000000	180.000000	9.000000	0.000000	0.000000	1.500000	0.936900	3.833300	2.888700	50.407000	45.222000	62.333000	43.667000	-15.556000	35.778000	-20.222000	62.333000	0.300920	-2.008700
2.000000	167.000000	45.000000	9.000000	0.000000	0.000000	0.944440	0.729630	0.611110	0.285190	101.220000	87.111000	124.000000	92.556000	-42.333000	68.333000	-26.000000	124.000000	0.297410	-2.247800
4.000000	14.000000	146.000000	9.000000	0.111110	0.000000	0.888890	0.474070	1.111100	0.740740	10.593000	8.000000	15.667000	8.111100	-7.777800	15.222000	-7.444400	15.667000	0.487860	-2.108900
3.000000	86.000000	136.000000	9.000000	0.000000	0.000000	3.888900	4.193500	2.111100	2.391300	12.185000	6.666700	20.889000	9.000000	-16.556000	26.111000	-9.555600	20.889000	0.695760	-2.269000
3.000000	235.000000	120.000000	9.000000	0.000000	0.000000	0.444440	0.340740	0.500000	0.300000	1.444400	0.000000	4.000000	0.333330	-4.333300	7.666700	-3.333300	4.000000	1.000000	-2.156400
4.000000	105.000000	111.000000	9.000000	0.000000	0.000000	0.388890	0.389680	1.055600	0.443050	60.185000	53.222000	74.889000	52.444000	-20.889000	44.111000	-23.222000	74.889000	0.299660	-2.058000
3.000000	33.000000	117.000000	9.000000	0.000000	0.000000	0.277780	0.018519	0.111110	0.029630	1.074100	0.000000	3.111100	0.111110	-3.222200	6.111100	-2.888900	3.111100	1.000000	-2.132600
4.000000	252.000000	82.000000	9.000000	0.000000	0.000000	1.055500	0.418520	0.777780	0.474070	38.889000	34.556000	48.444000	33.667000	-13.000000	28.667000	-15.667000	48.444000	0.303880	-2.028000
5.000000	173.000000	93.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.000000	103.000000	125.000000	9.000000	0.000000	0.000000	0.944440	0.827760	0.833330	0.691220	1.777800	0.444440	3.888900	1.000000	-4.000000	6.333300	-2.333300	3.888900	0.923810	-2.237600
5.000000	208.000000	90.000000	9.000000	0.000000	0.000000	2.888900	2.563000	0.722220	0.062963	5.148200	2.777800	10.000000	2.666700	-7.111100	14.556000	-7.444400	10.000000	0.797210	-2.073400
1.000000	62.000000	123.000000	9.000000	0.000000	0.000000	0.444440	0.207410	0.500000	0.122220	5.814800	7.555600	6.666700	3.222200	5.222200	2.555600	-7.777800	7.555600	0.573410	-0.837600
6.000000	93.000000	190.000000	9.000000	0.000000	0.000000	5.500000	1.822700	2.611100	3.234600	53.593000	47.333000	66.889000	46.556000	-18.778000	39.889000	-21.111000	66.889000	0.303600	-2.052600
4.000000	185.000000	85.000000	9.000000	0.000000	0.000000	9.277800	81.485000	2.833300	9.188900	49.148000	45.000000	59.556000	42.889000	-12.444000	31.222000	-18.778000	59.556000	0.278730	-1.954200
3.000000	33.000000	98.000000	9.000000	0.000000	0.000000	0.611110	0.611620	1.333300	0.918940	2.037000	0.555560	3.555600	2.000000	-4.444400	4.555600	-0.111110	3.555600	0.883330	-2.548900
1.000000	104.000000	136.000000	9.000000	0.000000	0.000000	0.500000	0.122220	0.666670	0.088889	6.814800	8.333300	8.000000	4.111100	4.555600	3.555600	-8.111100	8.666700	0.526240	-0.963930
3.000000	81.000000	122.000000	9.000000	0.000000	0.111110	7.388900	64.952000	4.833300	42.256000	6.629600	3.333300	11.333000	5.222200	-9.888900	14.111000	-4.222200	11.333000	0.809330	-2.349000
1.000000	154.000000	120.000000	9.000000	0.000000	0.000000	0.444440	0.029630	0.444440	0.118520	5.963000	7.777800	6.777800	3.333300	5.444400	2.444400	-7.888900	7.777800	0.569440	-0.820400
6.000000	110.000000	182.000000	9.000000	0.000000	0.000000	2.388900	1.794000	2.555600	1.558700	46.370000	42.667000	56.333000	40.111000	-11.111000	29.889000	-18.778000	56.333000	0.287650	-1.930100
5.000000	252.000000	137.000000	9.000000	0.000000	0.000000	0.888890	0.544330	0.611110	0.712320	0.740740	0.333330	1.777800	0.111110	-1.222200	3.111100	-1.888900	1.777800	0.750000	-2.007600
4.000000	42.000000	57.000000	9.000000	0.000000	0.000000	1.388900	0.975630	1.000000	0.365150	65.704000	59.444000	79.444000	58.222000	-18.778000	41.222000	-22.444000	79.444000	0.266780	-2.030700
5.000000	222.000000	93.000000	9.000000	0.000000	0.000000	1.722200	0.062963	0.166670	0.033333	2.444400	1.000000	5.444400	0.888890	-4.333300	9.000000	-4.666700	5.444400	0.878400	-2.075100
1.000000	24.000000	83.000000	9.000000	0.000000	0.000000	2.777800	4.918500	3.611100	2.374100	18.741000	19.111000	23.222000	13.889000	1.111100	13.444000	-14.556000	23.333000	0.399930	-1.456800
7.000000	2.000000	198.000000	9.000000	0.111110	0.000000	0.888890	0.620630	1.944400	1.356700	12.185000	9.666700	10.556000	16.333000	-7.555600	-4.888900	12.444000	16.333000	0.415770	2.221300
3.000000	226.000000	72.000000	9.000000	0.000000	0.000000	1.277800	0.818520	1.388900	1.440700	4.518500	1.555600	9.444400	2.555600	-8.888900	14.778000	-5.888900	9.444400	0.841690	-2.216700
7.000000	116.000000	203.000000	9.000000	0.000000	0.000000	3.055600	1.948400	2.944400	1.756500	19.518000	15.444000	17.667000	25.444000	-12.222000	-5.555600	17.778000	25.444000	0.393870	2.320400
6.000000	134.000000	187.000000	9.000000	0.000000	0.000000	1.888900	1.515300	2.111100	1.784700	59.370000	52.667000	74.111000	51.333000	-20.111000	44.222000	-24.111000	74.111000	0.307460	-2.033500
4.000000	191.000000	119.000000	9.000000	0.000000	0.000000	1.111100	1.293900	0.944450	0.772200	39.852000	36.222000	48.222000	35.111000	-10.889000	25.111000	-14.222000	48.222000	0.271720	-2.006000
4.000000	169.000000	102.000000	9.000000	0.000000	0.000000	1.000000	0.355560	0.888890	0.296290	58.222000	53.444000	69.667000	51.556000	-14.333000	34.333000	-20.000000	69.667000	0.259760	-1.985600
4.000000	130.000000	32.000000	9.000000	0.000000	0.000000	1.111100	1.047000	0.833330	0.836660	59.481000	54.222000	70.889000	53.333000	-15.778000	34.222000	-18.444000	70.889000	0.249000	-2.042400
6.000000	240.000000	195.000000	9.000000	0.000000	0.000000	1.888900	1.167500	1.833300	1.709400	48.852000	43.222000	60.667000	42.667000	-16.889000	35.444000	-18.556000	60.667000	0.300360	-2.063000
6.000000	28.000000	188.000000	9.000000	0.000000	0.000000	1.444400	1.496300	5.111100	19.007000	29.963000	26.889000	36.444000	26.556000	-9.222200	19.444000	-10.222000	36.444000	0.275860	-2.083600
6.000000	77.000000	185.000000	9.000000	0.000000	0.000000	2.944400	7.663000	6.222200	32.118000	32.556000	29.222000	39.667000	28.778000	-10.000000	21.333000	-11.333000	39.667000	0.270360	-2.085300
7.000000	96.000000	236.000000	9.000000	0.000000	0.000000	1.722200	3.840700	1.722200	1.129600	13.963000	10.778000	12.444000	18.667000	-9.555600	-4.555600	14.111000	18.667000	0.424230	2.320600
4.000000	63.000000	19.000000	9.000000	0.000000	0.000000	2.444400	1.186300	1.444400	0.886110	45.185000	38.000000	58.778000	38.778000	-21.556000	40.778000	-19.222000	58.778000	0.355230	-2.133700
7.000000	26.000000	211.000000	9.000000	0.000000	0.000000	1.666700	1.466700	1.666700	1.822200	16.370000	13.778000	14.667000	20.667000	-7.777800	-5.111100	12.889000	20.667000	0.333860	2.239000
3.000000	6.000000	118.000000	9.000000	0.000000	0.000000	0.055556	0.136080	0.055556	0.136080	0.037037	0.000000	0.111110	0.000000	-0.111110	0.222220	-0.111110	0.111110	0.111110	-2.094400
2.000000	226.000000	83.000000	9.000000	0.000000	0.000000	0.888890	0.518520	1.055500	0.507410	90.630000	74.556000	116.890000	80.444000	-48.222000	78.778000	-30.556000	116.890000	0.362060	-2.239100
3.000000	120.000000	89.000000	9.000000	0.111110	0.000000	4.000000	9.555600	5.833300	11.855000	10.482000	5.777800	17.111000	8.555600	-14.111000	19.889000	-5.777800	17.111000	0.686680	-2.356800
4.000000	60.000000	126.000000	9.000000	0.000000	0.000000	0.833330	0.611110	0.555560	0.162960	20.111000	16.444000	27.333000	16.556000	-11.000000	21.667000	-10.667000	27.333000	0.405940	-2.104100
1.000000	137.000000	94.000000	9.000000	0.222220	0.000000	1.666700	0.800000	3.666700	2.888900	21.222000	20.667000	27.333000	15.667000	-1.666700	18.333000	-16.667000	27.333000	0.427810	-1.627200
3.000000	68.000000	103.000000	9.000000	0.000000	0.000000	0.666670	0.577780	1.111100	0.962960	2.148100	0.111110	5.666700	0.666670	-6.111100	10.556000	-4.444400	5.666700	0.987650	-2.185500
1.000000	114.000000	121.000000	9.000000	0.000000	0.000000	0.444440	0.118520	0.611110	0.107410	6.407400	8.000000	7.444400	3.777800	4.777800	3.111100	-7.888900	8.000000	0.528220	-0.914320
4.000000	51.000000	111.000000	9.000000	0.000000	0.000000	16.222000	16.443000	0.444440	0.344260	34.111000	30.333000	42.222000	29.778000	-11.333000	24.333000	-13.000000	42.222000	0.290350	-2.005700
7.000000	162.000000	237.000000	9.000000	0.111110	0.000000	2.277800	1.143400	2.666700	2.564700	13.222000	10.889000	10.000000	18.778000	-7.000000	-9.666700	16.667000	18.778000	0.472830	1.990400
